"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Comparison","Mark"
"GO:00070151","BP","GO:0007015","actin filament organization","15/213","460/28943",1.83854746676856e-06,0.000315515173602671,0.00022643163538097,"Tmeff2/Gas7/Samd14/Fam107a/Emp2/Ezr/Arhgap28/Myo5b/Kank1/Shtn1/Rnd3/Tmod1/Cttn/Myo5a/Myo6",15,"HPPvsCTX","H3K27ac"
"GO:0007015","BP","GO:0007015","actin filament organization","11/125","460/28943",5.29392285566004e-06,0.000957000334723057,0.000705025534691243,"Arhgap18/Gas7/Fam107a/Emp2/Arhgap28/Myo5b/Shtn1/Actn4/Fat1/Cgnl1/Myo5a",11,"HPPvsPFC","H3K27ac"
"GO:00300482","BP","GO:0030048","actin filament-based movement","11/213","128/28943",3.03561109006567e-09,4.68850132860643e-06,3.36473523983068e-06,"Emp2/Kcne2/Dsg2/Myo5b/Shtn1/Pdpn/Parva/Pard3/Myo5a/Myo6/Myrip",11,"HPPvsCTX","H3K27ac"
"GO:00300481","BP","GO:0030048","actin filament-based movement","9/125","128/28943",4.83353824253795e-09,1.1015633654744e-05,8.11525631247162e-06,"Emp2/Kcne2/Myo5b/Shtn1/Actn4/Parva/Pard3/Myo5a/Myrip",9,"HPPvsPFC","H3K27ac"
"GO:00300483","BP","GO:0030048","actin filament-based movement","7/107","128/28943",5.06715474853451e-07,0.000997355969599777,0.000751918440807798,"Syne2/Emp2/Kcne2/Myo5b/Ptger3/Parva/Myrip",7,"HPPvsVTA","H3K27ac"
"GO:00988582","CC","GO:0098858","actin-based cell projection","10/219","229/28804",1.10748402054314e-05,0.00031378713915389,0.00022926862179665,"Adgrv1/Ezr/Shtn1/Pdpn/Pdgfra/Antxr1/Eps8l2/Nedd4/Myo5a/Myo6",10,"HPPvsCTX","H3K27ac"
"GO:00702521","BP","GO:0070252","actin-mediated cell contraction","7/213","97/28943",7.76661842154011e-06,0.000631344323793089,0.000453088598220595,"Emp2/Kcne2/Dsg2/Shtn1/Pdpn/Parva/Pard3",7,"HPPvsCTX","H3K27ac"
"GO:00016671","BP","GO:0001667","ameboidal-type cell migration","13/213","471/28943",5.1399614543848e-05,0.00208816832716017,0.00149858836857416,"Tgfb2/Fgf18/Dock5/Emp2/Kank1/Crb2/Fap/Bmp7/Cxcl13/Tgfbr3/Ptpn11/Aqp1/Iqsec1",13,"HPPvsCTX","H3K27ac"
"GO:00428861","BP","GO:0042886","amide transport","11/213","353/28943",6.72053076639483e-05,0.0025316731143163,0.00181687263081226,"Srebf1/Abat/Adcy5/Fbn1/Ptpn11/Aqp1/Syt9/Sfrp1/Myo5a/Myrip/Slc16a2",11,"HPPvsCTX","H3K27ac"
"GO:00451772","CC","GO:0045177","apical part of cell","26/219","488/28804",8.53663629722925e-15,2.90245634105795e-12,2.12068017489064e-12,"Igfbp2/Atp1b1/Edar/Slc24a4/Pdzd2/Emp2/Ezr/Dsg2/Myo5b/Vldlr/Crb2/Fap/Slc4a10/Stk39/Mpdz/Pdpn/Slc29a4/Aqp1/Slc4a5/Atp2b2/Shank2/Kcnk1/Pard3/Myo6/Myrip/Slc16a2",26,"HPPvsCTX","H3K27ac"
"GO:00451771","CC","GO:0045177","apical part of cell","16/128","488/28804",5.91623532192079e-10,1.43764518322675e-07,9.96418580534029e-08,"Igfbp2/BC034090/Atp1b1/Pdzd2/Emp2/Myo5b/Vldlr/Slc4a10/Stk39/Atp2b2/Shank2/Fat1/Kcnk1/Pard3/Myrip/Slc16a2",16,"HPPvsPFC","H3K27ac"
"GO:00451773","CC","GO:0045177","apical part of cell","14/111","488/28804",6.26334117556726e-09,1.54704527036511e-06,1.07465748591312e-06,"Atp1b1/Pdzd2/Slc16a8/Emp2/Myo5b/Crb2/Stk39/Prkaa2/Aqp1/Sipa1l3/Shank2/Kcnk1/Atp1b3/Myrip",14,"HPPvsVTA","H3K27ac"
"GO:0045177","CC","GO:0045177","apical part of cell","9/91","488/28804",2.44859725492255e-05,0.00187725789544062,0.00115127028827937,"Ocln/Pdzd2/Myo5b/Stk39/Aqp1/Atp2b2/Shank2/Kcnk1/Myrip",9,"HPPvsSTR","H3K27ac"
"GO:00163242","CC","GO:0016324","apical plasma membrane","20/219","370/28804",9.50465855124496e-12,1.61579195371164e-09,1.18057864110201e-09,"Igfbp2/Atp1b1/Slc24a4/Emp2/Ezr/Dsg2/Crb2/Slc4a10/Stk39/Mpdz/Pdpn/Slc29a4/Aqp1/Slc4a5/Atp2b2/Shank2/Kcnk1/Pard3/Myrip/Slc16a2",20,"HPPvsCTX","H3K27ac"
"GO:00163241","CC","GO:0016324","apical plasma membrane","13/128","370/28804",1.17674645669731e-08,1.42974694488723e-06,9.90944384587209e-07,"Igfbp2/BC034090/Atp1b1/Emp2/Slc4a10/Stk39/Atp2b2/Shank2/Fat1/Kcnk1/Pard3/Myrip/Slc16a2",13,"HPPvsPFC","H3K27ac"
"GO:00163243","CC","GO:0016324","apical plasma membrane","11/111","370/28804",2.03738759440345e-07,2.51617367908826e-05,1.74786409414612e-05,"Atp1b1/Slc16a8/Emp2/Crb2/Stk39/Prkaa2/Aqp1/Shank2/Kcnk1/Atp1b3/Myrip",11,"HPPvsVTA","H3K27ac"
"GO:0016324","CC","GO:0016324","apical plasma membrane","7/91","370/28804",0.000174969086411049,0.00447143220828236,0.00274220556480474,"Ocln/Stk39/Aqp1/Atp2b2/Shank2/Kcnk1/Myrip",7,"HPPvsSTR","H3K27ac"
"GO:00322792","CC","GO:0032279","asymmetric synapse","11/219","406/28804",0.000301475215766566,0.00292861638173235,0.00213979401265893,"Arhgap44/Samd14/Ntrk2/Pdzd2/Lrrtm2/Iqsec1/Atp2b2/Shank2/Myo6/Snap91/Tmem108",11,"HPPvsCTX","H3K27ac"
"GO:00083661","BP","GO:0008366","axon ensheathment","9/213","178/28943",7.35642801712684e-06,0.000631344323793089,0.000453088598220595,"Degs1/Tmem98/Ntrk2/Cntn1/Ugt8a/Mpdz/Fa2h/Pard3/Myo5a",9,"HPPvsCTX","H3K27ac"
"GO:0008366","BP","GO:0008366","axon ensheathment","6/125","178/28943",0.000127357026794107,0.00496668556288261,0.0036589748379011,"Ntrk2/Cntn1/Ugt8a/Pard3/Myo5a/Plp1",6,"HPPvsPFC","H3K27ac"
"GO:00074092","BP","GO:0007409","axonogenesis","14/213","493/28943",1.93356385616813e-05,0.00127080398972412,0.000912001227567766,"Lmx1a/Tgfb2/Ntrk2/Arhgef28/Cntn1/Myo5b/Fxn/Shtn1/Bmp7/Ptpn11/Cttn/Ncam1/Prtg/Snap91",14,"HPPvsCTX","H3K27ac"
"GO:00074091","BP","GO:0007409","axonogenesis","10/125","493/28943",5.80349019257288e-05,0.00322589125582283,0.00237652550889698,"Lmx1a/Tgfb2/Ntrk2/Arhgef28/Cntn1/Myo5b/Fxn/Shtn1/Bmp7/Prtg",10,"HPPvsPFC","H3K27ac"
"GO:00451781","CC","GO:0045178","basal part of cell","10/219","300/28804",0.000108496589657521,0.00147555361934229,0.00107811348038632,"Atp1b1/Ezr/Fap/Slc4a10/Stk39/Pdpn/Slc29a4/Aqp1/Phldb1/Trpc1",10,"HPPvsCTX","H3K27ac"
"GO:00056042","CC","GO:0005604","basement membrane","12/219","120/28804",1.41400135832458e-10,1.60253487276786e-08,1.17089235285825e-08,"Tmeff2/Col4a4/Tgfb2/Timp3/Lamb1/Col8a1/Fbn1/Col9a3/Frem1/Col8a2/Fras1/Loxl1",12,"HPPvsCTX","H3K27ac"
"GO:0005604","CC","GO:0005604","basement membrane","7/91","120/28804",1.10617474930577e-07,2.54420192340328e-05,1.56028859375762e-05,"Tgfb2/Timp3/Lamb1/Col8a1/Fbn1/Frem1/Fras1",7,"HPPvsSTR","H3K27ac"
"GO:0030509","BP","GO:0030509","BMP signaling pathway","9/86","176/28943",2.84821544802665e-09,2.91134434621461e-06,1.85030822400929e-06,"Sulf1/Tgfb2/Sfrp5/Fbn1/Bmp7/Msx1/Tgfbr3/Zfp423/Smad6",9,"HPPvsSTR","H3K27ac"
"GO:00305092","BP","GO:0030509","BMP signaling pathway","11/213","176/28943",8.38443916343397e-08,3.99439621544568e-05,2.86660592926636e-05,"Sulf1/Tgfb2/Bmp6/Sfrp5/Crb2/Fbn1/Bmp7/Msx1/Tgfbr3/Sfrp1/Smad6",11,"HPPvsCTX","H3K27ac"
"GO:00305093","BP","GO:0030509","BMP signaling pathway","7/107","176/28943",4.26531422728986e-06,0.000997355969599777,0.000751918440807798,"Sulf1/Crb2/Fbn1/Bmp7/Msx1/Sfrp1/Smad6",7,"HPPvsVTA","H3K27ac"
"GO:00305091","BP","GO:0030509","BMP signaling pathway","7/125","176/28943",1.1900903667372e-05,0.00116381637154917,0.000857387641218877,"Sulf1/Tgfb2/Sfrp5/Bmp7/Msx1/Tgfbr3/Sfrp1",7,"HPPvsPFC","H3K27ac"
"GO:00550741","BP","GO:0055074","calcium ion homeostasis","9/125","324/28943",1.21168413395977e-05,0.00116381637154917,0.000857387641218877,"Atp1b1/Tgfb2/Kcnh1/Stim2/Kl/Itpr1/Atp2b2/Myo5a/Trpc1",9,"HPPvsPFC","H3K27ac"
"GO:0055074","BP","GO:0055074","calcium ion homeostasis","7/86","324/28943",5.20522088243742e-05,0.00302574452585556,0.00192301538882578,"Tgfb2/Kcnh1/Stim2/Itpr1/Atp2b2/Atp2b3/Htr2c",7,"HPPvsSTR","H3K27ac"
"GO:00705881","BP","GO:0070588","calcium ion transmembrane transport","9/125","325/28943",1.24171072263656e-05,0.00116381637154917,0.000857387641218877,"Atp1b1/Tgfb2/Kcne2/Stim2/Itpr1/Atp2b2/Myo5a/Trpc1/Plp1",9,"HPPvsPFC","H3K27ac"
"GO:00068161","BP","GO:0006816","calcium ion transport","10/125","449/28943",2.64734749194684e-05,0.00193461012783392,0.00142523413034115,"Atp1b1/Tgfb2/Kcne2/Cachd1/Stim2/Itpr1/Atp2b2/Myo5a/Trpc1/Plp1",10,"HPPvsPFC","H3K27ac"
"GO:0005516","MF","GO:0005516","calmodulin binding","8/89","191/28404",1.60085016502013e-07,2.12913071947677e-05,1.40706303978085e-05,"Esrrg/Kcnh1/Myo10/Sntb1/Myo5b/Cnn3/Atp2b2/Sntb2",8,"HPPvsSTR","H3K27ac"
"GO:00055162","MF","GO:0005516","calmodulin binding","9/212","191/28404",1.44673239358127e-05,0.00160510597604491,0.00124833195035448,"Esrrg/Kcnh1/Slc24a4/Sntb1/Myo5b/Atp2b2/Sntb2/Myo5a/Myo6",9,"HPPvsCTX","H3K27ac"
"GO:00430102","BP","GO:0043010","camera-type eye development","13/213","376/28943",4.8466369393805e-06,0.000554491166879495,0.000397934401338609,"Tgfb2/Ttll5/Ntrk2/Col8a1/Crb2/Bmp7/Tmod1/Col8a2/Grhl3/Pdgfra/Aqp1/Slc4a5/Tulp3",13,"HPPvsCTX","H3K27ac"
"GO:00347032","CC","GO:0034703","cation channel complex","9/219","224/28804",5.84405053367499e-05,0.000903171446113408,0.000659902356912583,"Kcnh1/Slc5a3/Kcne2/Cachd1/Cacna2d4/Kcna6/Cttn/Kcnk1/Trpc1",9,"HPPvsCTX","H3K27ac"
"GO:00347031","CC","GO:0034703","cation channel complex","7/128","224/28804",6.67357008551339e-05,0.00172685701968171,0.00119686862962562,"Kcnh1/Slc5a3/Kcne2/Cachd1/Kcna6/Kcnk1/Trpc1",7,"HPPvsPFC","H3K27ac"
"GO:0050839","MF","GO:0050839","cell adhesion molecule binding","11/212","308/28404",2.21683492112445e-05,0.00165523674110625,0.00128731992788104,"Lamb1/Itgb8/Cntn1/Emp2/Ezr/Dsg2/Shtn1/Fap/Fbn1/Ptpn11/Prtg",11,"HPPvsCTX","H3K27ac"
"GO:0005938","CC","GO:0005938","cell cortex","10/219","306/28804",0.000127537924314299,0.00160603312099487,0.00117344834846684,"Llgl2/Myo5b/Rnd3/Tmod1/Cttn/Pard3/Phldb1/Nedd4/Mobp/Myrip",10,"HPPvsCTX","H3K27ac"
"GO:00343291","BP","GO:0034329","cell junction assembly","14/213","445/28943",6.14924225829505e-06,0.000631344323793089,0.000453088598220595,"Ptprk/Ntrk2/Fam107a/Lrrtm2/Ugt8a/Mpdz/Magi2/Hopx/Ptpn11/Lrrn1/Cttn/Shank2/Pard3/Myo6",14,"HPPvsCTX","H3K27ac"
"GO:00312522","CC","GO:0031252","cell leading edge","18/219","409/28804",2.87301027285343e-09,1.95364698554033e-07,1.42743247240718e-07,"Kcnh1/Ptprk/Wwc1/Arhgap44/Gas7/Fam107a/Ezr/Kank1/Shtn1/Fap/Pdpn/Antxr1/Atp2b2/Parva/Eps8l2/Cttn/Myo5a/Myo6",18,"HPPvsCTX","H3K27ac"
"GO:00312521","CC","GO:0031252","cell leading edge","10/128","409/28804",1.52917896544841e-05,0.00114006040890342,0.000790165325642395,"Kcnh1/Arhgap18/Gas7/Fam107a/Shtn1/Antxr1/Atp2b2/Parva/Fat1/Myo5a",10,"HPPvsPFC","H3K27ac"
"GO:0031252","CC","GO:0031252","cell leading edge","8/91","409/28804",4.69403958391836e-05,0.00215925820860245,0.00132421327209486,"Kcnh1/Syne2/Myo10/Antxr1/Atp2b2/Parva/Eps8l2/Cttn",8,"HPPvsSTR","H3K27ac"
"GO:00312532","CC","GO:0031253","cell projection membrane","13/219","320/28804",1.18495076017239e-06,4.02883258458612e-05,2.94366715158614e-05,"Kcnh1/Wwc1/Fam107a/Ezr/Kank1/Pdpn/Aqp1/Antxr1/Atp2b2/Eps8l2/Shank2/Kcnk1/Myo6",13,"HPPvsCTX","H3K27ac"
"GO:0031253","CC","GO:0031253","cell projection membrane","8/91","320/28804",8.12058612080524e-06,0.000933867403892603,0.000572715021151528,"Kcnh1/Syne2/Aqp1/Antxr1/Atp2b2/Eps8l2/Shank2/Kcnk1",8,"HPPvsSTR","H3K27ac"
"GO:00315892","BP","GO:0031589","cell-substrate adhesion","17/213","371/28943",2.69918412918215e-09,4.68850132860643e-06,3.36473523983068e-06,"Tmeff2/Ptprk/Lamb1/Itgb8/Fam107a/Dock5/Emp2/Col8a1/Kank1/Frem1/Pdpn/Ptpn11/Antxr1/Parva/Cttn/Sfrp1/Smad6",17,"HPPvsCTX","H3K27ac"
"GO:0006874","BP","GO:0006874","cellular calcium ion homeostasis","7/86","292/28943",2.69345249802632e-05,0.00202233391726809,0.00128529663063712,"Tgfb2/Kcnh1/Stim2/Itpr1/Atp2b2/Atp2b3/Htr2c",7,"HPPvsSTR","H3K27ac"
"GO:00068741","BP","GO:0006874","cellular calcium ion homeostasis","8/125","292/28943",4.13586278024289e-05,0.00246978976496847,0.0018195028637328,"Atp1b1/Tgfb2/Kcnh1/Stim2/Itpr1/Atp2b2/Myo5a/Trpc1",8,"HPPvsPFC","H3K27ac"
"GO:00300031","BP","GO:0030003","cellular cation homeostasis","12/125","498/28943",1.79135143906866e-06,0.000725687566490359,0.00053461659940977,"Atp1b1/Tgfb2/Kcnh1/Scara5/Fxn/Slc4a10/Steap2/Stim2/Itpr1/Atp2b2/Myo5a/Trpc1",12,"HPPvsPFC","H3K27ac"
"GO:00300032","BP","GO:0030003","cellular cation homeostasis","14/213","498/28943",2.1605674452892e-05,0.00138569506301342,0.000994453596873887,"Atp1b1/Tgfb2/Kcnh1/Slc24a4/Bmp6/Scara5/Fxn/Slc4a10/Steap2/Slc4a5/Atp2b2/Myo5a/Trpc1/Atp2b3",14,"HPPvsCTX","H3K27ac"
"GO:0030003","BP","GO:0030003","cellular cation homeostasis","9/86","498/28943",1.74922861810638e-05,0.001501004747537,0.000953965281453505,"Tgfb2/Kcnh1/Scara5/Steap2/Stim2/Itpr1/Atp2b2/Atp2b3/Htr2c",9,"HPPvsSTR","H3K27ac"
"GO:0072503","BP","GO:0072503","cellular divalent inorganic cation homeostasis","7/86","320/28943",4.8134697190865e-05,0.00302574452585556,0.00192301538882578,"Tgfb2/Kcnh1/Stim2/Itpr1/Atp2b2/Atp2b3/Htr2c",7,"HPPvsSTR","H3K27ac"
"GO:00725031","BP","GO:0072503","cellular divalent inorganic cation homeostasis","8/125","320/28943",7.8500237760061e-05,0.00388917482293867,0.00286516886103655,"Atp1b1/Tgfb2/Kcnh1/Stim2/Itpr1/Atp2b2/Myo5a/Trpc1",8,"HPPvsPFC","H3K27ac"
"GO:0006875","BP","GO:0006875","cellular metal ion homeostasis","9/86","425/28943",4.94311478534521e-06,0.000636249488799433,0.000404369089207187,"Tgfb2/Kcnh1/Scara5/Steap2/Stim2/Itpr1/Atp2b2/Atp2b3/Htr2c",9,"HPPvsSTR","H3K27ac"
"GO:00068751","BP","GO:0006875","cellular metal ion homeostasis","11/125","425/28943",2.49143079297478e-06,0.000725687566490359,0.00053461659940977,"Atp1b1/Tgfb2/Kcnh1/Scara5/Fxn/Steap2/Stim2/Itpr1/Atp2b2/Myo5a/Trpc1",11,"HPPvsPFC","H3K27ac"
"GO:00068752","BP","GO:0006875","cellular metal ion homeostasis","12/213","425/28943",8.07345440680777e-05,0.0028404074570065,0.00203843795623032,"Atp1b1/Tgfb2/Kcnh1/Slc24a4/Bmp6/Scara5/Fxn/Steap2/Atp2b2/Myo5a/Trpc1/Atp2b3",12,"HPPvsCTX","H3K27ac"
"GO:0071773","BP","GO:0071773","cellular response to BMP stimulus","9/86","187/28943",4.84685518237727e-09,2.91134434621461e-06,1.85030822400929e-06,"Sulf1/Tgfb2/Sfrp5/Fbn1/Bmp7/Msx1/Tgfbr3/Zfp423/Smad6",9,"HPPvsSTR","H3K27ac"
"GO:00717732","BP","GO:0071773","cellular response to BMP stimulus","11/213","187/28943",1.55172400729518e-07,3.99439621544568e-05,2.86660592926636e-05,"Sulf1/Tgfb2/Bmp6/Sfrp5/Crb2/Fbn1/Bmp7/Msx1/Tgfbr3/Sfrp1/Smad6",11,"HPPvsCTX","H3K27ac"
"GO:00717733","BP","GO:0071773","cellular response to BMP stimulus","7/107","187/28943",6.35272165508213e-06,0.00105772815557117,0.000797433744598468,"Sulf1/Crb2/Fbn1/Bmp7/Msx1/Sfrp1/Smad6",7,"HPPvsVTA","H3K27ac"
"GO:00717731","BP","GO:0071773","cellular response to BMP stimulus","7/125","187/28943",1.76204937054086e-05,0.00148730019091208,0.00109569931618427,"Sulf1/Tgfb2/Sfrp5/Bmp7/Msx1/Tgfbr3/Sfrp1",7,"HPPvsPFC","H3K27ac"
"GO:0044344","BP","GO:0044344","cellular response to fibroblast growth factor stimulus","6/213","96/28943",7.91048529756082e-05,0.0028404074570065,0.00203843795623032,"Sulf1/Fgf18/Cxcl13/Ptpn11/Kl/Sfrp1",6,"HPPvsCTX","H3K27ac"
"GO:00713831","BP","GO:0071383","cellular response to steroid hormone stimulus","7/125","169/28943",9.13713120714927e-06,0.00109597484321543,0.000807408547113744,"Ntrk2/Fam107a/Klf9/Bmp7/Abhd2/Sfrp1/Yap1",7,"HPPvsPFC","H3K27ac"
"GO:00713832","BP","GO:0071383","cellular response to steroid hormone stimulus","8/213","169/28943",3.81963147168024e-05,0.00175987176572601,0.0012629840822678,"Ntrk2/Fam107a/Bmp7/Aqp1/Abhd2/Sfrp1/Yap1/Nedd4",8,"HPPvsCTX","H3K27ac"
"GO:00988621","CC","GO:0098862","cluster of actin-based cell projections","8/219","205/28804",0.000183960988520436,0.00201763664828865,0.00147418652939976,"Adgrv1/Ezr/Myo5b/Aqp1/Eps8l2/Shank2/Kcnk1/Myo6",8,"HPPvsCTX","H3K27ac"
"GO:00620232","CC","GO:0062023","collagen-containing extracellular matrix","18/219","396/28804",1.72973300584583e-09,1.47027305496895e-07,1.07425523520951e-07,"Tmeff2/Col4a4/Tgfb2/Timp3/Lamb1/Anxa11/Col8a1/Loxl4/Angptl2/Fbn1/Bmp7/Col9a3/Frem1/Col8a2/Fras1/Sfrp1/Loxl1/Pcolce2",18,"HPPvsCTX","H3K27ac"
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","8/91","396/28804",3.73931284681016e-05,0.00215010488691584,0.00131859979334885,"Tgfb2/Timp3/Lamb1/Col8a1/Fbn1/Bmp7/Frem1/Fras1",8,"HPPvsSTR","H3K27ac"
