Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Gm38717	Gm38717	chr1	-	4115673	4243365	1.919337	0.085268	0.216675
Rp1	Rp1	chr1	-	4290846	4409266	0.044953	0.002812	0.007146
Xkr4	Xkr4	chr1	-	3199733	3672278	0.023006	0.014606	0.037116
Gm39585	Gm39585	chr1	+	3361552	3377812	0.290052	0.011754	0.029868
Sox17	Sox17	chr1	-	4490928	4497386	85.430267	5.408885	13.744515
Mrpl15	Mrpl15	chr1	-	4773198	4785749	71.243240	5.491947	13.955585
Rgs20	Rgs20	chr1	-	4909573	5070308	4.909263	0.414347	1.052896
Gm16041	Gm16041	chr1	+	4968430	4977005	0.000000	0.000000	0.000000
Lypla1	Lypla1	chr1	+	4807560	4846739	667.302856	30.931246	78.599388
Gm39587	Gm39587	chr1	+	4846846	4848409	1.694805	0.068681	0.174524
Tcea1	Tcea1	chr1	+	4857694	4897909	157.482864	28.243975	71.770760
Oprk1	Oprk1	chr1	+	5588450	5606134	0.177226	0.007249	0.018421
Atp6v1h	Atp6v1h	chr1	+	5082978	5163213	138.398834	26.173637	66.509827
4732440D04Rik	4732440D04Rik	chr1	-	6209863	6216612	5.764319	0.233594	0.593586
Rb1cc1	Rb1cc1	chr1	+	6214662	6276374	196.193497	8.475809	21.537878
St18	St18	chr1	+	6487231	6860940	2.015552	0.276265	0.702017
Gm26901	Gm26901	chr1	-	7314638	7398666	0.000000	0.000000	0.000000
Pcmtd1	Pcmtd1	chr1	+	7088892	7173628	276.215271	12.142138	30.854387
Sntg1	Sntg1	chr1	-	8359739	9301066	0.160062	0.010246	0.026035
Rrs1	Rrs1	chr1	+	9545408	9547455	231.084473	9.364499	23.796127
Mybl1	Mybl1	chr1	-	9667407	9700439	0.123304	0.005930	0.015070
Adhfe1	Adhfe1	chr1	+	9547935	9577968	10.845367	0.623684	1.584843
2610203C22Rik	2610203C22Rik	chr1	-	9560832	9631092	457.686951	18.547369	47.130714
3110035E14Rik	3110035E14Rik	chr1	+	9601267	9627142	6.900847	0.279651	0.710621
Gm39590	Gm39590	chr1	+	9775558	9791319	0.000000	0.000000	0.000000
Vcpip1	Vcpip1	chr1	-	9718622	9748382	190.176224	7.706728	19.583563
1700034P13Rik	1700034P13Rik	chr1	+	9747648	9771256	3.214926	0.130282	0.331060
Mcmdc2	Mcmdc2	chr1	+	9906157	9942166	0.343595	0.017662	0.044880
Snhg6	Snhg6	chr1	-	9942025	9944118	37.933411	1.537219	3.906226
Snord87	Snord87	chr1	-	9942470	9942543	2.405406	0.097477	0.247699
Tcf24	Tcf24	chr1	-	9960163	9968207	4.803455	0.200477	0.509431
Sgk3	Sgk3	chr1	+	9798130	9902570	71.383377	11.774671	29.920612
Arfgef1	Arfgef1	chr1	-	10137507	10232670	34.549984	1.400108	3.557815
Cops5	Cops5	chr1	-	10024600	10038159	356.557220	14.521696	36.901081
Cspp1	Cspp1	chr1	+	10038118	10136771	29.219940	3.502722	8.900765
Sulf1	Sulf1	chr1	+	12692262	12861192	0.105226	0.011962	0.030396
Slco5a1	Slco5a1	chr1	-	12866549	12993063	1.195933	0.054394	0.138221
Prex2	Prex2	chr1	+	10993272	11303683	4.141771	0.197708	0.502396
A830018L16Rik	A830018L16Rik	chr1	+	11413563	11975902	0.430327	0.051293	0.130341
Gm39595	Gm39595	chr1	-	13392554	13422408	1.488479	0.060319	0.153277
Ncoa2	Ncoa2	chr1	-	13139105	13374083	63.469883	4.463277	11.341633
Tram1	Tram1	chr1	-	13564693	13589910	4047.066650	164.003891	416.750244
Gm5523	Gm5523	chr1	-	13785685	13786929	0.199197	0.008072	0.020512
Msc	Msc	chr1	-	14753344	14756089	0.932663	0.038511	0.097861
Eya1	Eya1	chr1	-	14168953	14310267	1.891219	0.088509	0.224911
Kcnb2	Kcnb2	chr1	+	15287157	15723751	0.000000	0.000000	0.000000
Lactb2	Lactb2	chr1	-	13625898	13660605	479.167297	20.417257	51.882290
Xkr9	Xkr9	chr1	+	13668738	13702230	2.848827	0.258784	0.657596
4930444P10Rik	4930444P10Rik	chr1	-	16065974	16093344	0.000000	0.000000	0.000000
Sbspon	Sbspon	chr1	-	15853862	15892722	7.233624	0.293136	0.744889
Terf1	Terf1	chr1	+	15804982	15844052	151.355927	8.949728	22.742151
Stau2	Stau2	chr1	-	16228803	16520182	16.654522	3.401126	8.642601
LOC102634042	LOC102634042	chr1	+	16253587	16263525	0.000000	0.000000	0.000000
Rpl7	Rpl7	chr1	-	16101295	16104433	3257.417480	132.004044	335.435425
Rdh10	Rdh10	chr1	+	16105882	16132550	116.189545	4.708481	11.964721
Ube2w	Ube2w	chr1	-	16540788	16619415	68.028557	14.371424	36.519218
LOC108167614	LOC108167614	chr1	-	16591021	16596309	2.000951	0.081087	0.206050
Tceb1	Tceb1	chr1	-	16641725	16657119	605.153381	42.608559	108.272598
Gdap1	Gdap1	chr1	+	17145373	17164271	6.143474	0.248959	0.632630
Jph1	Jph1	chr1	-	16942104	17097904	0.075381	0.022685	0.057644
Tfap2b	Tfap2b	chr1	+	19208914	19238845	0.298804	0.016402	0.041679
Gm16070	Gm16070	chr1	-	17676027	17727646	0.000000	0.000000	0.000000
Crispld1	Crispld1	chr1	+	17727029	17767235	0.859989	0.178841	0.454454
Gm28153	Gm28153	chr1	-	17751286	17944776	1.236599	0.050112	0.127340
Tmem70	Tmem70	chr1	+	16665191	16678275	448.590118	18.205368	46.261654
Ly96	Ly96	chr1	+	16688456	16709605	404.527374	16.393124	41.656559
Paqr8	Paqr8	chr1	+	20890622	20939650	1.684838	0.676022	1.717840
Efhc1	Efhc1	chr1	+	20951550	20990841	9.248940	0.408626	1.038359
Mcm3	Mcm3	chr1	-	20803014	20820213	635.137207	25.738388	65.403809
Khdc1a	Khdc1a	chr1	+	21349677	21352199	0.610769	0.024751	0.062894
Tram2	Tram2	chr1	-	21001397	21079225	32.457554	1.315314	3.342345
Mir30a	Mir30a	chr1	+	23272269	23272339	0.070423	0.002854	0.007252
Tmem14a	Tmem14a	chr1	+	21166436	21230167	4.847941	1.351816	3.435098
Gm32947	Gm32947	chr1	-	21189046	21195335	0.000000	0.000000	0.000000
Gm28836	Gm28836	chr1	-	21207234	21271685	0.000000	0.000000	0.000000
Gsta3	Gsta3	chr1	+	21240585	21265575	0.000000	0.000000	0.000000
Rims1	Rims1	chr1	-	22288422	22805724	0.404857	0.016406	0.041691
Kcnq5	Kcnq5	chr1	-	21398399	21962650	0.289453	0.011899	0.030238
Ogfrl1	Ogfrl1	chr1	-	23366424	23383210	107.673286	4.385711	11.144529
Gm19673	Gm19673	chr1	-	23391678	23399959	2.158756	0.087482	0.222300
B3gat2	B3gat2	chr1	+	23761926	23847865	2.109164	0.085472	0.217193
Smap1	Smap1	chr1	-	23844825	23922450	90.067787	4.688070	11.912853
Gm26524	Gm26524	chr1	+	23978191	23999887	0.269693	0.010929	0.027772
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	740.682129	30.015503	76.272392
Col19a1	Col19a1	chr1	-	24257683	24587535	0.000000	0.000000	0.000000
Fam135a	Fam135a	chr1	-	24010758	24100460	67.749054	4.038940	10.263351
Gm7846	Gm7846	chr1	-	28580381	28580768	40.164948	1.627650	4.136021
Adgrb3	Adgrb3	chr1	-	25067476	25830205	1.252656	0.055597	0.141278
Gm20172	Gm20172	chr1	-	25276404	25277954	0.160542	0.006506	0.016532
Phf3	Phf3	chr1	-	30802342	30873925	57.341328	2.693083	6.843392
Lmbrd1	Lmbrd1	chr1	+	24678042	24766301	284.304718	26.599289	67.591446
Gm32229	Gm32229	chr1	-	33714183	33719895	0.891965	0.036146	0.091851
Rab23	Rab23	chr1	+	33719888	33742564	28.522310	1.531873	3.892643
Bag2	Bag2	chr1	-	33745484	33757750	26.467878	1.168367	2.968938
Ptp4a1	Ptp4a1	chr1	-	30940303	30950181	506.924347	23.577208	59.912037
Prim2	Prim2	chr1	-	33453808	33669794	2.804275	3.176400	8.071548
Gm39618	Gm39618	chr1	+	33522521	33530620	0.000000	0.000000	0.000000
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	4.313836	0.174814	0.444221
Khdrbs2	Khdrbs2	chr1	+	32172687	32705224	0.666946	0.028498	0.072416
Gm9839	Gm9839	chr1	-	32519563	32520999	0.000000	0.000000	0.000000
Gm5415	Gm5415	chr1	-	32543546	32547293	0.000000	0.000000	0.000000
Gm15455	Gm15455	chr1	-	33835899	33838914	0.299403	0.012133	0.030831
Zfp451	Zfp451	chr1	-	33761541	33815456	131.067780	11.634484	29.564384
Bend6	Bend6	chr1	-	33852052	33907934	395.823975	23.466679	59.631172
Gm38471	Gm38471	chr1	-	33873086	33874756	3.392827	0.137491	0.349379
Mir5103	Mir5103	chr1	-	34433121	34433199	6.594937	0.267254	0.679119
Dst	Dst	chr1	+	33908213	34308662	8.780782	2.902237	7.374875
Mir6896	Mir6896	chr1	+	34117359	34117431	21.917809	0.888200	2.257005
LOC108167617	LOC108167617	chr1	-	34166315	34177976	0.801591	0.032484	0.082545
Ccdc115	Ccdc115	chr1	-	34436670	34439672	665.964233	26.987627	68.578247
Imp4	Imp4	chr1	+	34439829	34445747	756.958618	30.675097	77.948479
Gm38647	Gm38647	chr1	-	34657236	34667004	0.000000	0.000000	0.000000
Cfc1	Cfc1	chr1	+	34535648	34544311	2.173661	0.088086	0.223835
Prss40	Prss40	chr1	-	34536515	34560995	0.027088	0.008715	0.022145
Gm32504	Gm32504	chr1	-	34459009	34459827	3.410986	0.138227	0.351249
Ptpn18	Ptpn18	chr1	+	34459746	34473784	756.489624	30.727274	78.081070
Gm32566	Gm32566	chr1	+	34474787	34485981	14.787479	0.600798	1.526689
4930568A12Rik	4930568A12Rik	chr1	-	34477167	34499219	22.872631	1.052336	2.674090
Prss39	Prss39	chr1	+	34498430	34503062	0.000000	0.000000	0.000000
Gm32790	Gm32790	chr1	-	34759936	34792553	0.135125	0.005476	0.013915
Arhgef4	Arhgef4	chr1	+	34801722	34812754	35.519897	1.439413	3.657692
Fam168b	Fam168b	chr1	-	34813218	34843050	278.424652	11.367567	28.886124
Plekhb2	Plekhb2	chr1	+	34849941	34879585	743.899719	61.334766	155.857758
Gm39624	Gm39624	chr1	-	36058718	36066243	6.319773	0.256103	0.650784
Hs6st1	Hs6st1	chr1	+	36068400	36106446	96.609024	3.914998	9.948399
Cnnm3	Cnnm3	chr1	+	36511854	36528237	25.811121	1.202184	3.054870
Ankrd23	Ankrd23	chr1	-	36530193	36536556	18.764482	0.779547	1.980908
Ankrd39	Ankrd39	chr1	-	36538171	36547440	54.305626	2.563646	6.514481
Uggt1	Uggt1	chr1	-	36140028	36244302	179.452103	7.414473	18.840916
Mir6897	Mir6897	chr1	-	36144252	36144313	1.096774	0.044446	0.112941
Gm39625	Gm39625	chr1	+	36244383	36250542	0.000000	0.000000	0.000000
Neurl3	Neurl3	chr1	-	36264602	36274674	710.442627	32.282494	82.033043
Arid5a	Arid5a	chr1	+	36307733	36324036	231.273041	10.117362	25.709227
Kansl3	Kansl3	chr1	-	36335730	36369193	74.829956	6.965367	17.699692
Mir6898	Mir6898	chr1	-	36348682	36348758	0.000000	0.000000	0.000000
Fer1l5	Fer1l5	chr1	+	36372183	36422110	28.790913	1.192580	3.030466
Lman2l	Lman2l	chr1	-	36422063	36445272	627.576843	35.653976	90.600311
Gm33401	Gm33401	chr1	+	36461978	36462873	2.089888	0.084691	0.215208
Gm33454	Gm33454	chr1	-	36464718	36471546	18.140625	0.735133	1.868047
Cnnm4	Cnnm4	chr1	+	36471597	36508776	272.795502	11.054803	28.091354
Fam178b	Fam178b	chr1	-	36562696	36683190	4.472752	1.018881	2.589078
Sema4c	Sema4c	chr1	-	36548639	36558381	255.584824	14.669086	37.275612
Cox5b	Cox5b	chr1	+	36691487	36693388	1169.699463	47.401062	120.450829
4933424G06Rik	4933424G06Rik	chr1	+	36714538	36757960	0.000000	0.000000	0.000000
Gm33533	Gm33533	chr1	-	36714602	36744792	0.000000	0.000000	0.000000
Zap70	Zap70	chr1	+	36761798	36782821	2.226350	0.357130	0.907504
Actr1b	Actr1b	chr1	-	36699200	36710017	591.656799	27.299873	69.371704
Vwa3b	Vwa3b	chr1	+	37028812	37187608	0.181148	0.015731	0.039973
Gm39626	Gm39626	chr1	-	37042567	37046351	0.000000	0.000000	0.000000
Gm37020	Gm37020	chr1	-	37132273	37150509	0.000000	0.000000	0.000000
Tmem131	Tmem131	chr1	-	36792189	36939874	36.696617	1.716824	4.362622
Inpp4a	Inpp4a	chr1	+	37299838	37410740	11.427938	5.300255	13.468477
4930439A04Rik	4930439A04Rik	chr1	-	37328916	37334216	1.586965	0.191239	0.485957
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37720090	0.608799	0.270445	0.687227
LOC102637491	LOC102637491	chr1	+	37614507	37615373	3.042183	0.123282	0.313271
LOC102637336	LOC102637336	chr1	+	37653241	37671961	0.000000	0.000000	0.000000
Gm39628	Gm39628	chr1	+	37684600	37696393	0.000000	0.000000	0.000000
Lipt1	Lipt1	chr1	+	37868513	37876298	3.731345	0.394718	1.003018
Tsga10	Tsga10	chr1	-	37754570	37866737	34.286835	3.738139	9.498986
Coa5	Coa5	chr1	-	37417085	37430103	508.110046	20.590721	52.323078
Unc50	Unc50	chr1	+	37430139	37439124	901.983276	44.985409	114.312408
Mgat4a	Mgat4a	chr1	-	37439340	37541047	277.731140	11.848352	30.107847
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	36.656624	1.485478	3.774748
Gm39627	Gm39627	chr1	-	37499037	37499941	0.954933	0.038698	0.098335
Mitd1	Mitd1	chr1	-	37878888	37890442	65.117035	5.796675	14.729930
Mrpl30	Mrpl30	chr1	+	37890471	37898338	204.908722	26.256882	66.721359
Lonrf2	Lonrf2	chr1	-	38793652	38836715	0.554770	0.022482	0.057128
Aff3	Aff3	chr1	-	38175393	38628333	0.718449	0.029142	0.074053
Gm16150	Gm16150	chr1	+	38232302	38247651	0.000000	0.000000	0.000000
LOC108167619	LOC108167619	chr1	+	38472197	38488148	0.103373	0.004189	0.010645
Chst10	Chst10	chr1	-	38863872	38898263	24.639147	1.072634	2.725670
Txndc9	Txndc9	chr1	-	37983867	37997725	230.091202	13.003624	33.043507
Eif5b	Eif5b	chr1	+	37998010	38055579	159.484985	6.462992	16.423107
Gm34448	Gm34448	chr1	-	38023490	38030460	2.076655	0.084155	0.213845
Rev1	Rev1	chr1	-	38052786	38129920	18.527687	0.943605	2.397795
Npas2	Npas2	chr1	+	39193715	39363240	0.250017	0.177065	0.449941
Pdcl3	Pdcl3	chr1	+	38987814	38997236	756.426758	30.653542	77.893707
Cnot11	Cnot11	chr1	+	39535802	39546881	22.094637	0.895366	2.275214
Rpl31	Rpl31	chr1	+	39367851	39371911	786.643921	37.525784	95.356758
Tbc1d8	Tbc1d8	chr1	-	39371495	39478775	201.598160	10.849083	27.568602
Gm3646	Gm3646	chr1	-	39804141	39805332	0.000000	0.000000	0.000000
1700066B17Rik	1700066B17Rik	chr1	-	39842428	39847330	0.000000	0.000000	0.000000
Snord89	Snord89	chr1	-	39548747	39548840	0.148936	0.006036	0.015337
Rnf149	Rnf149	chr1	-	39551294	39577438	37.705803	2.602269	6.612626
Creg2	Creg2	chr1	-	39618406	39651182	5.371099	0.217659	0.553094
D930019O06Rik	D930019O06Rik	chr1	+	39650106	39658419	0.000000	0.000000	0.000000
Gm16894	Gm16894	chr1	-	40076212	40085851	7.792541	0.315786	0.802444
Il1r2	Il1r2	chr1	+	40083308	40125230	1.346626	0.597355	1.517939
Il1r1	Il1r1	chr1	+	40225014	40316201	1.518364	0.458591	1.165325
